Word,Chinese,Definition,Synonyms,Usage,Reference
handrail,"n.栏杆,扶手",,,I told the doctor the handrail,Frida [2002]
hands,desire n./v.慾望；die v.死亡,,,Get your hands off my neck.,Spider Man 2 2004 Extended
handsaw,n.手锯,,,HE USED A SMALL HANDSAW...,Constantine 2005
handshake,n.握手,,,in a handshake.,Frida [2002]
handsome,"adj.英俊的,大方的,慷慨的,美观的,堂皇的",,,handsome man.,Million Dollar Baby 2004
handsomely,"adv.帅气地,熟练地",,,and it's paying off handsomely.,Ray 2004
handwriting,"n.笔迹,书写体,书法,笔势",,,- Look at his handwriting.,Spider Man 2 2004 Extended
handwritten,vbl.handwrite的过去分词 adj.手写的,,,It's all handwritten...,Almost Famous-English
handy,"adj.手边的,就近的,唾手可得的,便利的,敏捷的,容易取得的",,,This is where a boyfriend comes in handy.,Hitch 2005
handyman,,,,,
hang,"n.悬挂的方式,(动作的)暂停,中止vt.悬挂,附着,装饰,绞死,踌躇,使悬而未决,垂下vi.悬着,垂下,被绞死,悬而不决",,,"to hang upon your walls,",Vanity Fair 2004
hangar,"n.飞机修理库,飞机棚",,,I saw an aircraft hangar on my way in.,The Incredibles 2004
hanged,,,,- I prefer not to be hanged,Kingdom of Heaven 2005
hanger,"n.绞刑执行者,衣架",,,the hanger-on governess like?,Vanity Fair 2004
hanging,"n.绞死,绞刑,悬挂,(通常用复数)帘子、幔帐",,,"man, your slip is hanging.",Ray 2004
hangman,"n.绞刑吏,刽子手",,,is that the hangman,Pirates of the Caribbean The Curse of the Black Pearl 2003
hangover,"n.残留,遗物,宿醉",,,There's a word for hangover,Love Actually-English
hangs,,,,Your life hangs in the balance.,Alexander 2004-English
hank,"n.一束,一卷vt.使成一卷卷",,,"- Evenin', Hank.",Cold Mountain-English
hanky,n.手帕,,,with a hanky and a pair of handcuffs.,The Incredibles 2004
hans,n.德国人或荷兰人的绰号,,,"Hi, I'm Hans.",Lost in Translation-English
hanukkah,n.(=Chanukah)光明节(犹太纪念节日之一),,,"And then for my Hanukkah,",Mean Girls 2004
happen,"discover the exact place or position of. engineers were working to locate the fault.
a particular place or position.
the property is set in a convenient location.
a mechanism for keeping a door, lid, etc., fastened, ty operated only by a key of a particular form. the key turned firmly in the lock.
*locomotive adj.移動的 relating to or effecting locomotion.
a room or space directly under the roof of a house or other building, which may be used for accommodations or storage. a part of the trunk or a large branch of a tree that has fallen or
been cut off. she tripped over a fallen log.
reasoning assessed according to strict principles of validity.
experience is a better guide to this than deductive logic.
of or according to the rules of logic or formal argument. a logical impossibility.；limb n.肢",,,"Should anything happen to George,",Vanity Fair 2004
happened,,,,"Nothing happened, Rawdon.",Vanity Fair 2004
happening,"*heavier adj.更重的
heavy adj.沉重的",,,What's happening?,Vanity Fair 2004
happenings,"n.事件,意外发生的事",,,the happenings of that night?,Chicago 2002-English
happens,lung n.肺,,,is that it happens in the blink of an eye.,Hitch 2005
happily,"*heavier adj.更重的
heavy adj.沉重的",,,between happily ever after and:,Hitch 2005
happiness,"employer n.雇主  boss
empty adj./v.空的 vacant; containing nothing
the room was empty of furniture.
enable v.使能夠 the evidence would enable us to arrive at firm conclusions.
fill (someone) with great delight; charm. Isabel was enchanted with the idea.
enclose v.圍住surround or close off on all sides. the entire estate was enclosed with；envious adj.嫉妒的",,,happiness with that knowledge?,Spider Man 2 2004 Extended
happy,"*heavier adj.更重的
heavy adj.沉重的",,,will you be happy then,Vanity Fair 2004
harare,哈拉雷[津巴布韦首都](旧称索尔兹伯里),,,And has now licensed ZimbaMed of Harare...,The Constant Gardener 2005-English
harassed,"adj.疲倦的,厌烦的",,,my customers harassed.,Catch Me If You Can 2002
harassment,n.折磨,,,Harassment! I see harassment!,Batman Begins 2005
harbin,哈尔滨[黑龙江省],,,I took singing lessons in Harbin.,2046 2004
harbor,n.海港,,,in Los Angeles Harbor.,The Aviator 2004-English
harbour,n.(=harbor) 海港,,,low in the harbour....,Gangs of New York 2002
hard,*dynamic adj.動力的；動態的 a dynamic economy；effect n.結果；作用；影響,,,"but, um, it is hard",Vanity Fair 2004
harden,,,,,
hardening,,,,,
harder,,,,"Or possibly, ""Try harder, stupid. """,Hitch 2005
hardly,"adv.刚刚,几乎不,仅,严厉的,艰辛的",,,- Hardly. I've just arrived.,Vanity Fair 2004
hardship,"n.困苦,艰难,辛苦",,,I've shared every hardship with all of you.,Alexander 2004-English
hardtop,"n.室内电影院,有金属顶盖的汽车adj.有金属顶盖的",,,Make sure it's a hardtop,Sin City 2005-English
hardware,"*hardware n.硬體；*helicopter n.直升機
*helmet n.頭盔；安全帽",,,a hardware store and a global cell phone.,The Interpreter 2005-English
hardwearing,invent v.創造,,,,
hardwood,,,,,
hardworking,"adj.苦干的,不辞辛劳的",,,"""Hardworking band makes good.""",Almost Famous-English
hardy,"*hardware n.硬體；*helicopter n.直升機
*helmet n.頭盔；安全帽",,,and Laurel and Hardy.,Pirates of the Caribbean The Curse of the Black Pearl 2003
hare,n.野兔,,,They're eating hare,Amelie 2001
harem,"n.(伊斯兰教教徒之)闺房,闺房里的妻妾群,为一个雄性动物所控制的许多雌性动物",,,You got a damn harem just at the Bel-Air.,The Aviator 2004-English
harlem,n.(纽约的)黑人住宅区,,,Harlem Bridge.,Gangs of New York 2002
harlequin,"n.滑稽角色,丑角",,,he called Harlequin,A I Artificial Intelligence-English
harlot,"n.妓女,人尽可夫之女人",,,on your resident harlot.,The Constant Gardener 2005-English
harm,"giving or ready to give help.
helpful adj.有幫助的 people are friendly and helpful.
an official messenger bringing news. be a sign that (something) is about to happen.",,,harm to come to her.,The Interpreter 2005-English
harmful,"giving or ready to give help.
helpful adj.有幫助的 people are friendly and helpful.
an official messenger bringing news. be a sign that (something) is about to happen.",,,can be harmful.,Erin Brockovich 2000
harmless,adj.无害的,,,- But it was harmless.,Mystic River 2003
harmonic,"adj.谐和的,和声的,融洽的n.谐波,和声,谐函数",,,"Get harmonic, you know--",Collateral 2004
harmonica,"n.口琴,玻璃或金属片的敲打乐器",,,using only a ukulele and a harmonica.,Big Fish 2003
harmonious,"adj.和谐的,协调的,和睦的,悦耳的",,,a more harmonious frame of mind?,Master and Commander The Far Side of the World-English
harmony,"n.协调,融洽",,,"uh, four-part harmony.",Ray 2004
harness,"n.(全套)马具,系在身上的绳子,甲胄vt.上马具,披上甲胄,利用(河流、瀑布等)产生动力(尤指电力)",,,Kevlar utility harness.,Batman Begins 2005
harold,n.男子名,,,...ruled over by Harold Zidler.,Moulin Rouge! 2001
harp,"n.竖琴vi.弹奏竖琴,不停地说,喋喋不休",,,I'm really sorry to harp on about this,About a Boy 2002-English
harper,"n.弹竖琴者,竖琴师",,,"by Dr. John Harper,",Magnolia-English
harpy,"n.残酷贪婪的人,鹰身女妖",,,or your harpy mother can do.,Alexander 2004-English
harris,哈里斯[英国苏格兰西北部一地区];tweed[纺]海力斯粗花呢,,,"Mr. Harris, welcome",Lost in Translation-English
harry,"v.掠夺,折磨",,,to every Harry Hardluck and Sally,The Incredibles 2004
harsh,"力學；機械學 the branch of applied mathematics dealing
with motion and forces producing motion. a metal disk with an inscription or design, made to commemorate an event or awarded.
the main means of mass communication.
their demands were publicized by the media.
relating to the science of medicine, or to the treatment
of illness and injuries. a medical center.
a substance used for medical treatment.
certain medications can cause dizziness.
the science or practice of the diagnosis, treatment.
he made distinguished contributions to medicine.
*medieval adj.中世紀的relating to the Middle Ages.
the action or practice of meditating. a life of meditation.
medium n.中間；媒介an agency or means of doing something. using the
latest technology as a medium for job creation.
溫順的quiet, gentle, and easily imposed on. I used to call her Miss Mouse because she was so meek and mild.
come into the presence or company of (someone) by chance or
arrangement. a week later I met him in the street.
meeting n.會議 an assembly of people. the early-dismissal policy will be",,,"- Little harsh, Gretch.",Mean Girls 2004
harshly,"adv.严厉地,苛刻地",,,- I admit I have dealt harshly,The Interpreter 2005-English
harshness,,,,,
hart,"n.雄赤鹿,雄鹿",,,Mrs. Hart.,Chicago 2002-English
harvard,美国哈佛大学,,,"""Harvard Medical School.""",Catch Me If You Can 2002
harvest,*hesitantly adv.猶豫地,,,another harvest.,Reign of Fire 2002-English
harvesting,v.收获n.收获,,,"we're going harvesting, Quinn.",Reign of Fire 2002-English
harvey,n.哈维(m.),,,'I went to see Harvey,Dawn of the Dead 2004-English
has,*courtyard n 庭院；cross n./v.交叉；越過,,,It has made him rich.,Vanity Fair 2004
hash,"n.无用信息,杂乱信号,复述vt.切细,搞糟,推敲n.无用信息,杂乱信号",,,he brought hash.,Almost Famous-English
hashing,,,,,
haskell,,,,,
hasn't,,,,"She hasn't been at all well, has she?",Vanity Fair 2004
haste,"n.匆忙,急忙",,,Show us the meaning of haste.,The Lord of the Rings The Return of the King
hasten,"*heterosexual adj.異性戀的the opposite sex.
a system or organization. the initiative was with",,,,
hastened,"*heterosexual adj.異性戀的the opposite sex.
a system or organization. the initiative was with",,,,
hastily,*hierarchy n.階級組織 those lower down in the hierarchy.,,,,
hasty,"*hijack v.劫持 unlawfully seize (an aircraft, ship, or vehicle).
three armed men hijacked a white van.
a long walk.
a five-mile hike across rough terrain.
create difficulties for (someone or something).
various family deadlock were hindering communication.
a slight or indirect indication or suggestion.
he has given no hint of his views.
a projection of the pelvis and upper thigh bone on each side of
the body in human beings.",,,- Bru-ra-hroom. Don't be hasty.,The Lord of the Rings The Two Towers 2002 EXTENDED
hat,"*hardware n.硬體；*helicopter n.直升機
*helmet n.頭盔；安全帽",,,"in it, I'll take my hat off to you.",Vanity Fair 2004
hatch,"*hijack v.劫持 unlawfully seize (an aircraft, ship, or vehicle).
three armed men hijacked a white van.
a long walk.
a five-mile hike across rough terrain.
create difficulties for (someone or something).
various family deadlock were hindering communication.
a slight or indirect indication or suggestion.
he has given no hint of his views.
a projection of the pelvis and upper thigh bone on each side of
the body in human beings.",,,on a beach to hatch...,Finding Nemo 2003
hatchet,n.短柄斧,,,"gloves, cuffs, razor wire, hatchet,",Sin City 2005-English
hatching,"n.阴影,影线",,,a deal hatching right now.,Toy Story 2-English
hate,"*hijack v.劫持 unlawfully seize (an aircraft, ship, or vehicle).
three armed men hijacked a white van.
a long walk.
a five-mile hike across rough terrain.
create difficulties for (someone or something).
various family deadlock were hindering communication.
a slight or indirect indication or suggestion.
he has given no hint of his views.
a projection of the pelvis and upper thigh bone on each side of
the body in human beings.",,,I hate our food.,Vanity Fair 2004
hateful,"adj.可恨的,讨厌的,可恶的",,,"with the pure, hateful,",Sin City 2005-English
hater,n.怀恨在心者,,,A woman-hater?,Mystic River 2003
hatred,"*hijack v.劫持 unlawfully seize (an aircraft, ship, or vehicle).
three armed men hijacked a white van.
a long walk.
a five-mile hike across rough terrain.
create difficulties for (someone or something).
various family deadlock were hindering communication.
a slight or indirect indication or suggestion.
he has given no hint of his views.
a projection of the pelvis and upper thigh bone on each side of
the body in human beings.",,,who shares his hatred of evil...,Batman Begins 2005
haul,"n.用力拖拉,拖,拉,捕获物,努力得到的结果,(尤指)一网捕获的鱼量,拖运距离vi.拖,拉,改变方向,改变主意vt.拖拉,拖运",,,I'll haul the bodies to the pits.,Sin City 2005-English
hauled,hire v./n.租借；雇用,,,,
haunch,,,,,
haunt,v.神鬼出没,,,there was nothin' there to haunt me.,Cold Mountain-English
haunted,"adj.闹鬼的,鬼魂出没的,受到折磨的",,,Men are haunted by the vastness,Troy 2004
havana,"n.哈瓦那(古巴首都),(用古巴烟叶制成的)雪茄烟",,,"They're fresh from Havana,",Hotel Rwanda 2004-English
have,curtain n./v.簾；給…裝上簾子；deaf adj.聾的,,,Have you swept it,Vanity Fair 2004
haven,"n.港口,避难所",,,IT'S A HAVEN FOR THOSE WHO RISE AND FALL.,Constantine 2005
haven't,"the school takes a maximum of 32 students.
May n.五月the fifth month of the year, the last month of spring. the new model makes its showroom debut in May.
maybe adv.可能 the fifth month of the year, the last month of spring.
the new model makes its showroom debut in May.
mayor n.市長；鎮長the elected head of a city, town, or other municipality.",,,"You haven't met Lady Crawley,",Vanity Fair 2004
having,*cup n./v.杯子；date n.椰棗；棗椰樹,,,You're not having this!,Vanity Fair 2004
havoc,"n.大破坏,浩劫vt.严重破坏",,,create havoc and figure that he can then,Pirates of the Caribbean The Curse of the Black Pearl 2003
haw,"n.山楂,吆喝牲畜左转,瞬膜,呃vt.使向左转vi.向左转,支吾",,,Yee-haw!,Cold Mountain-English
hawaii,"n.夏威夷,夏威夷岛",,,"to Hawaii, to Los Angeles...",The Aviator 2004-English
hawaiian,"n.夏威夷人,夏威夷语adj.夏威夷的,夏威夷语的",,,IN HAWAIIAN),Lilo and Stitch 2002
hawk,"n.鹰,掠夺他人的人,鹰派成员vi.放鹰,像鹰一般地袭击,清嗓,咳嗽vt.捕捉,咳出,兜售,(沿街)叫卖,散播",,,the guard of the hawk.,Kingdom of Heaven 2005
hawking,n.利用鹰行猎,,,"So, according to Hawking,",Donnie Darko
hay,mercy n.慈悲,,,and they was waist-high in hay.,Cold Mountain-English
hayashi,"n.助兴乐(日本的一种独特艺术形式,是笛和打击乐器合奏的总称)",,,"His real name's Hayashi, but...",Lost in Translation-English
hayes,"美国著名的通讯器材生产商,贺氏公司",,,Angela Hayes.,american beauty-English
haywire,"n.<美>捆干草用的铁丝,取去干草后的杂乱缠绕的铁丝",,,and science gone haywire,Minority Report 2002
hazard,"n.冒险,危险,冒险的事vt.冒...的危险,赌运气,使遭危险",,,health hazard or a military concern?',Dawn of the Dead 2004-English
hazardous,"adj.危险的,冒险的,碰运气的",,,"for Alaska, most hazardous hop of all.",The Aviator 2004-English
haze,"n.薄雾,疑惑,阴霾vt.使变朦胧,使变糊涂,使劳累vi.变朦胧,变糊涂",,,through a blue haze,Cold Mountain-English
hazel,"n.榛子,淡褐色adj.榛树的,淡褐色的 Hazel 黑兹尔(女子名)",,,And the birds will be nesting in the hazel thicket.,The Lord of the Rings The Return of the King
hazy,"adj.朦胧的,烟雾弥漫的,模糊的",,,"a little hazy, Cassius.",Gladiator 2000 EXTENDED
hdfs,,,,,
hdpe,,,,,
he,*courtyard n 庭院；cross n./v.交叉；越過,,,"to the highest bidder, though he is a lord.",Vanity Fair 2004
he'd,,,,"If he'd asked me,",Vanity Fair 2004
he's,designer n.設計師；dictionary n.字典,,,He's home on leave from India.,Vanity Fair 2004
head,*denial n.否認；decline n./v.下降,,,hold his head up!,Spider Man 2 2004 Extended
headache,"n.头痛,令人头痛之事",,,diplomatic headache for both of us.,The Interpreter 2005-English
headed,"adj.有头的,有标题的",,,All fighters are pig-headed,Million Dollar Baby 2004
header,,,,,
headgear,"n.头饰,帽子",,,"along the entire length of the headgear,",Minority Report 2002
heading,n.标题,,,heading our way.,The Aviator 2004-English
headings,,,,,
headlights,*current adj./n.目前的；潮流；*dazzle v.使目眩,,,headlights on.,Mystic River 2003
